class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 4 0 0 80 0 227 -1 -1 0 0 0 0 24 25
 4 0 2 64 19 137 5 0 0 0 0 0 23 23
 4 0 10 63 21 203 2.236 0 0 0 5 8 27 25
 4 0 11 70 81 228 3 0 0 0 21 18 30 23
 4 0 0 79 12 303 7.071 0 0 0 0 0 27 25
 2 23 2 9 14 59 4 0 3.606 0 14 7 35 2
 2 23 0 0 22 8 6.083 0 6.325 0 13 7 0 0
 2 0 0 0 10 1 8.062 0 10 0 2 0 0 0
 4 0 3 58 8 208 3 0 0 0 0 0 33 26
 4 0 14 19 42 25 2.236 0 0 0 10 6 16 20
 2 23 15 0 37 0 2.236 0 -1 -1 17 8 0 0
 2 0 22 3 90 6 2.236 0 2 0 32 13 5 1
 1 0 38 0 151 22 1.414 0 5.099 0 22 23 0 0
 2 0 2 0 2 2 4.123 0 9.22 0 5 0 3 0
 3 0 80 1 255 45 0 0 5 0 30 23 12 8
 2 23 0 0 5 0 8.485 0 -1 -1 0 0 0 0
 2 0 0 0 6 8 6.403 0 6.083 0 0 0 5 5
 4 0 6 64 71 130 4.243 0 0 0 23 6 26 24
 2 0 0 1 3 16 8.544 0 5 0 0 0 0 0
 3 0 16 28 34 88 0 0 1 0 14 18 15 20
 4 0 20 58 25 268 1.414 0 0 0 13 9 23 26
 2 23 2 3 2 47 2 0 1 0 0 0 8 0
 2 0 0 10 17 49 5.831 0 3 0 19 5 5 6
 2 0 0 0 1 5 9.22 0 8.544 0 5 0 0 0
 2 0 2 0 26 0 5 0 -1 -1 11 8 0 0
 3 0 80 0 220 25 0 0 5.657 0 23 25 11 10
 2 15 0 3 18 57 6.083 0 4 0 5 0 0 0
 2 15 0 0 42 0 6.083 0 -1 -1 8 9 10 9
 4 0 2 14 4 47 1 0 0 0 14 15 14 16
 2 0 1 0 22 3 5 0 6.083 0 5 5 0 0
 2 25 13 15 95 56 2.236 0 1 0 21 18 0 0
 2 0 0 8 19 54 7.211 0 3.606 0 0 0 14 9
 2 0 0 0 13 2 6.083 0 8.944 0 0 0 0 0
 2 0 0 0 14 3 7.616 0 9.22 0 0 0 0 0
 2 23 15 0 37 0 1.414 0 -1 -1 17 19 0 0
 3 0 66 11 137 30 0 0 3 0 23 21 21 2
 2 23 0 19 10 104 6.403 0 2 0 0 0 22 2
 3 0 66 0 196 5 0 0 6 0 30 22 0 0
 3 0 67 8 185 45 0 0 2.236 0 31 26 26 12
 2 0 0 0 0 12 -1 -1 8.062 0 8 7 16 2
 3 0 63 3 145 85 0 0 5 0 21 25 5 0
 2 0 0 0 2 8 8.246 0 8.944 0 5 5 5 11
 4 0 7 61 28 148 3.162 0 0 0 0 0 25 24
 1 0 22 0 105 0 1.414 0 -1 -1 22 20 0 0
 3 0 4 9 7 40 0 0 2 0 5 1 12 10
 4 0 37 38 82 89 1.414 0 0 0 24 14 19 19
 2 0 0 10 0 110 -1 -1 4.243 0 0 0 17 14
 2 23 2 7 57 23 5 0 2.236 0 14 8 14 2
 2 0 0 0 30 15 6.708 0 7.28 0 28 2 5 0
 2 0 2 0 8 5 1 0 8.485 0 5 0 0 0
 3 0 26 35 49 101 0 0 1.414 0 14 21 23 21
 2 23 0 5 0 30 -1 -1 4.243 0 0 0 0 0
 2 15 2 4 12 70 3.606 0 4.243 0 0 0 0 0
 3 0 48 7 177 7 0 0 1 0 31 25 14 15
 2 0 0 34 7 154 8 0 1.414 0 0 0 23 13
 2 23 0 0 11 0 6 0 -1 -1 0 0 0 0
 3 0 48 4 132 13 0 0 1 0 21 21 8 4
 4 0 0 31 2 55 6 0 0 0 0 0 21 21
 3 0 81 0 245 15 0 0 7.616 0 23 22 0 0
 3 0 55 25 141 30 0 0 1 0 23 20 20 20
 2 0 0 7 0 10 -1 -1 2.236 0 32 2 0 0
 4 0 11 69 22 218 2.236 0 0 0 5 6 23 25
 2 23 0 28 1 137 9.849 0 2 0 5 1 0 0
 2 0 6 0 63 25 4.243 0 5.657 0 13 3 14 7
 2 0 8 25 33 116 4 0 2.236 0 5 6 23 8
 2 23 0 4 2 65 6.325 0 4 0 0 0 0 0
 2 23 8 2 17 2 3.162 0 4 0 13 6 0 0
 2 0 0 7 2 18 8.062 0 2 0 0 0 12 3
 2 0 0 0 30 0 5.657 0 -1 -1 0 0 0 0
 3 0 23 21 56 93 0 0 2.236 0 23 22 17 12
 2 0 9 14 63 71 3.162 0 3.606 0 5 0 26 15
 2 0 0 33 0 111 -1 -1 1 0 0 0 21 24
 2 23 0 2 0 20 -1 -1 2.828 0 0 0 0 0
 1 0 5 0 62 14 3.162 0 5.099 0 30 11 0 0
 3 0 38 0 143 13 0 0 7.071 0 26 26 0 0
 4 0 0 79 10 304 7.28 0 0 0 0 0 31 27
 2 23 0 0 7 15 9 0 7.81 0 16 10 0 0
 4 0 16 34 34 89 1.414 0 0 0 12 15 31 21
 2 16 0 11 0 73 -1 -1 3.162 0 0 0 0 0
 2 23 0 10 2 59 9.22 0 3 0 0 0 0 0
 2 0 0 0 0 4 -1 -1 7.211 0 0 0 0 0
 2 23 0 0 5 27 8.062 0 6.403 0 0 0 0 0
 2 0 20 0 41 1 1 0 10 0 17 14 0 0
 3 0 72 0 235 0 0 0 -1 -1 28 25 0 0
 4 0 2 62 25 266 5 0 0 0 0 0 22 24
 2 22 20 0 56 46 1.414 0 5.385 0 17 19 0 0
 2 0 0 0 18 0 7.071 0 -1 -1 0 0 0 0
 2 25 36 0 94 0 1 0 -1 -1 22 20 0 0
 3 0 30 51 76 211 0 0 1 0 23 21 30 26
 1 0 29 4 61 7 1 0 3 0 16 17 0 0
 2 0 3 0 21 3 4.243 0 9.22 0 4 0 0 0
 1 0 30 22 125 63 1 0 2 0 22 23 0 0
 2 0 6 0 61 1 4 0 9.849 0 21 7 0 0
 2 0 0 0 4 0 6.325 0 -1 -1 0 0 0 0
 3 0 48 26 150 117 0 0 2 0 22 24 19 13
 3 0 63 7 170 84 0 0 3.606 0 22 26 12 15
 2 0 2 6 2 7 2.828 0 3.606 0 5 2 9 5
 2 0 0 1 2 4 7.211 0 4.472 0 0 0 0 0
 4 0 8 38 12 110 2 0 0 0 0 0 23 23
 4 0 0 38 4 116 8.246 0 0 0 0 0 28 23
 3 0 3 0 11 8 0 0 8.544 0 9 1 0 0
 2 0 0 0 7 2 9 0 8.602 0 0 0 0 0
 2 0 4 1 36 31 4.243 0 5 0 19 6 11 11
 2 23 0 42 6 160 8.062 0 1 0 0 0 28 2
 1 0 10 0 118 2 4 0 9.487 0 10 9 0 0
 3 0 53 0 135 1 0 0 10 0 23 23 2 0
 3 0 57 1 123 30 0 0 5 0 26 25 0 0
 3 0 33 31 123 58 0 0 1 0 16 23 30 21
 2 0 8 16 49 39 1 0 1.414 0 24 11 17 15
 2 23 2 19 9 45 3.162 0 2 0 3 0 0 0
 2 25 36 10 135 53 1 0 3 0 27 21 0 0
 2 23 0 2 0 2 -1 -1 3 0 0 0 0 0
 2 0 5 0 6 8 3 0 7.81 0 0 0 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 23 0 16 0 43 -1 -1 1.414 0 0 0 18 2
 2 23 12 6 46 46 3.606 0 3.606 0 23 8 22 1
 2 23 0 0 3 0 8.062 0 -1 -1 0 0 0 0
 3 0 32 15 54 78 0 0 2 0 18 21 23 13
 2 23 31 0 87 7 1 0 7.616 0 30 17 0 0
 2 23 0 0 0 21 -1 -1 6.083 0 0 0 29 4
 3 0 75 0 193 44 0 0 5.831 0 27 23 24 4
 2 23 2 7 2 45 1.414 0 3 0 5 0 0 0
 2 23 1 18 14 82 4.472 0 2.236 0 5 5 0 0
 2 0 0 0 13 0 8.485 0 -1 -1 5 5 8 8
 2 0 0 0 26 35 5.831 0 5.831 0 0 0 6 5
 2 0 11 6 77 25 2 0 3.162 0 14 20 5 0
 2 0 18 0 128 7 2.828 0 5.099 0 21 19 0 0
 4 0 6 58 25 264 3.606 0 0 0 6 5 26 28
 2 0 0 16 0 98 -1 -1 2.236 0 0 0 26 7
 2 23 0 32 0 60 -1 -1 2 0 0 0 0 0
 4 0 0 81 0 277 -1 -1 0 0 0 0 23 25
 2 0 0 2 12 5 8.062 0 4 0 5 5 5 0
 2 0 0 7 3 10 9.434 0 2.828 0 0 0 10 10
 2 0 2 2 55 36 5 0 5 0 5 9 5 10
 4 0 0 54 15 147 7.28 0 0 0 0 0 22 20
 2 23 12 0 59 0 3.162 0 -1 -1 17 15 0 0
 4 0 2 67 4 141 2.236 0 0 0 0 0 20 23
 2 23 15 0 29 0 1.414 0 -1 -1 10 16 0 0
 3 0 8 13 32 39 0 0 2.828 0 23 16 11 6
 2 23 0 0 0 17 -1 -1 7.071 0 0 0 0 0
 3 0 56 0 195 0 0 0 -1 -1 27 26 0 0
 4 0 37 11 130 31 2 0 0 0 22 21 24 18
 1 0 4 15 4 38 1 0 1.414 0 5 2 0 0
 2 0 0 0 19 0 5.831 0 -1 -1 5 0 9 9
 2 23 7 0 70 25 3.162 0 5.099 0 5 7 0 0
 2 0 7 0 31 0 4 0 -1 -1 5 5 0 0
 2 0 18 0 98 30 3.162 0 5.831 0 17 8 9 10
 2 0 0 0 26 7 5.657 0 7.616 0 6 5 0 0
 2 23 0 0 3 37 9.22 0 7 0 0 0 0 0
 2 0 0 0 2 0 9.487 0 -1 -1 0 0 0 0
 2 0 9 0 30 4 2 0 8.246 0 5 1 5 0
 2 0 0 0 23 27 6 0 6.708 0 0 0 0 0
 2 0 9 0 29 0 2.828 0 -1 -1 7 14 0 0
 2 0 6 0 8 8 2.236 0 5.385 0 5 0 5 6
 4 0 0 39 0 60 -1 -1 0 0 0 0 14 22
 3 0 53 2 161 27 0 0 4.123 0 23 23 5 5
 2 23 7 0 35 38 1 0 7.071 0 11 16 0 0
 3 0 16 38 35 100 0 0 1 0 19 18 31 22
 4 0 0 43 3 104 9.487 0 0 0 0 0 25 22
 1 0 2 6 5 43 4.123 0 1.414 0 0 0 0 0
 2 0 0 0 2 0 9.487 0 -1 -1 0 0 0 0
 4 0 11 53 22 111 2.236 0 0 0 5 0 31 22
 3 0 74 6 218 27 0 0 3.606 0 28 29 9 11
 4 0 28 28 101 106 2 0 0 0 31 13 24 20
 2 0 2 0 37 0 5 0 -1 -1 17 7 0 0
 2 23 0 0 1 4 10 0 8.602 0 0 0 0 0
 4 0 36 16 133 56 1 0 0 0 24 21 25 21
 1 0 0 0 31 1 7 0 9.849 0 23 14 0 0
 2 0 0 4 1 8 10 0 3.606 0 13 8 5 6
 4 0 31 5 47 7 1 0 0 0 23 19 14 14
 2 0 0 0 50 22 5.385 0 6.083 0 19 5 10 7
 2 23 1 0 46 0 5 0 -1 -1 9 11 0 0
 4 0 7 48 52 138 3.162 0 0 0 8 15 24 19
 4 0 0 20 0 61 -1 -1 0 0 0 0 25 20
 4 0 38 40 83 84 2.236 0 0 0 13 19 16 21
 2 0 0 0 1 59 10 0 5.657 0 0 0 0 0
 2 0 6 0 12 0 3.162 0 -1 -1 5 5 0 0
 2 0 0 4 14 9 8.602 0 3 0 0 0 13 12
 3 0 76 3 229 69 0 0 1 0 24 24 6 5
 4 0 0 73 1 248 10 0 0 0 5 0 27 25
 2 23 3 14 42 81 4 0 2.236 0 5 10 24 3
 2 0 5 0 98 26 4.243 0 6.325 0 18 14 0 0
 4 0 4 77 30 282 4.243 0 0 0 5 3 35 29
 2 0 8 0 34 14 3 0 7.616 0 13 1 11 3
 2 0 0 0 11 2 5.657 0 9.487 0 6 1 0 0
 1 0 0 1 2 19 9.487 0 4.123 0 0 0 0 0
 2 0 0 0 0 2 -1 -1 7.211 0 0 0 2 0
 2 23 0 0 0 31 -1 -1 7.211 0 0 0 0 0
 2 0 0 5 0 27 -1 -1 3 0 11 4 5 6
 2 0 0 0 15 0 6.325 0 -1 -1 5 3 0 0
 3 0 52 29 89 161 0 0 1.414 0 23 23 18 22
 2 23 0 0 0 2 -1 -1 6.083 0 0 0 0 0
 2 23 0 0 10 2 7.616 0 8.062 0 5 6 0 0
 2 23 12 0 49 0 2 0 -1 -1 24 8 0 0
 2 0 0 0 3 5 6.083 0 9.22 0 0 0 5 5
 1 0 27 23 133 55 1 0 1 0 17 22 0 0
 2 23 0 0 8 7 8.246 0 8.246 0 5 0 0 0
 3 0 69 0 216 13 0 0 6.403 0 18 23 5 4
 2 0 0 1 2 12 7.616 0 4.472 0 13 7 0 0
 3 0 64 0 134 0 0 0 -1 -1 27 22 0 0
 2 23 24 0 58 0 2 0 -1 -1 17 19 0 0
 4 0 0 55 11 130 8.485 0 0 0 15 5 23 24
 2 23 0 20 3 132 8.062 0 2 0 0 0 0 0
 3 0 27 22 73 95 0 0 2.236 0 30 18 21 13
 2 0 0 1 0 4 -1 -1 5 0 0 0 5 1
 2 0 0 0 8 4 7.28 0 5.385 0 8 6 0 0
 2 0 0 11 4 34 6.708 0 2.236 0 0 0 16 1
 2 0 1 0 11 0 5 0 -1 -1 13 9 0 0
 2 0 1 0 2 0 5 0 -1 -1 0 0 0 0
 4 0 16 65 72 235 3.606 0 0 0 28 14 25 23
 2 15 3 33 13 154 3 0 2 0 0 0 34 7
 2 0 10 4 127 4 3.162 0 2 0 15 19 0 0
 4 0 14 53 42 128 2 0 0 0 5 6 27 22
 2 23 2 0 42 1 4.472 0 9.849 0 11 7 0 0
 2 0 1 1 22 25 5 0 5 0 9 8 5 8
 4 0 13 46 44 110 1.414 0 0 0 13 20 26 22
 2 0 4 0 11 0 3.606 0 -1 -1 0 0 0 0
 2 0 3 7 8 8 4.243 0 2 0 5 1 13 7
 2 18 5 20 66 79 1.414 0 3 0 9 16 21 6
 2 23 0 0 16 3 5.831 0 9.055 0 0 0 0 0
 2 0 3 1 18 1 4.243 0 5 0 0 0 0 0
 1 0 31 0 113 12 1.414 0 6.083 0 27 17 0 0
 2 0 9 0 65 1 3.162 0 10 0 14 17 0 0
 2 0 10 1 57 21 2.236 0 5 0 20 15 0 0
 4 0 10 65 62 132 3.162 0 0 0 14 9 23 20
 2 0 0 21 0 83 -1 -1 1 0 0 0 15 16
 2 0 0 0 4 49 5.385 0 5.099 0 5 0 0 0
 2 23 0 0 0 9 -1 -1 8.062 0 0 0 0 0
 4 0 0 46 11 158 6 0 0 0 0 0 24 24
 2 0 0 0 15 8 5.385 0 6.403 0 5 6 0 0
 2 0 0 4 0 4 -1 -1 3.162 0 0 0 0 0
 2 15 0 2 16 35 8.485 0 5 0 5 10 0 0
 2 0 11 0 30 15 2.828 0 7.211 0 12 5 19 3
 2 0 17 0 97 27 2.236 0 5.099 0 21 18 0 0
 2 15 6 14 8 83 2.236 0 3.162 0 9 7 22 9
 2 0 26 0 95 0 2 0 -1 -1 19 10 15 8
 2 0 4 6 10 71 4 0 3.162 0 5 1 10 12
 2 0 0 0 17 47 6.325 0 6.403 0 0 0 5 4
 3 0 37 28 67 100 0 0 1.414 0 15 21 17 20
 3 0 2 17 5 54 0 0 1 0 14 14 14 13
 2 0 0 0 19 0 5.831 0 -1 -1 0 0 0 0
 3 0 28 0 96 13 0 0 7.071 0 19 20 8 10
 2 23 0 10 0 79 -1 -1 3.606 0 0 0 31 4
 4 0 4 59 48 180 4.472 0 0 0 16 5 19 22
 1 0 37 0 156 0 2 0 -1 -1 14 18 0 0
 3 0 60 3 176 9 0 0 2.236 0 26 23 0 0
 2 23 0 9 0 91 -1 -1 3.162 0 0 0 0 0
 4 0 28 11 113 20 1 0 0 0 22 17 19 17
 2 23 0 5 0 30 -1 -1 4.243 0 0 0 0 0
 2 0 0 6 4 12 8 0 3.162 0 0 0 0 0
 2 15 0 9 2 58 9.487 0 3 0 0 0 20 3
 2 15 3 10 12 57 4 0 2 0 5 0 12 10
 3 0 81 0 231 2 0 0 9.055 0 30 27 5 5
 2 23 0 5 0 76 -1 -1 4.243 0 0 0 0 0
 2 23 0 1 0 39 -1 -1 5 0 3 0 0 0
 1 0 27 0 150 1 2.236 0 9.849 0 31 20 0 0
 2 23 0 32 39 98 6 0 1 0 8 11 29 3
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 15 0 1 25 24 7.071 0 4.123 0 5 0 0 0
 4 0 0 50 6 145 8 0 0 0 11 8 23 20
 2 0 0 25 0 113 -1 -1 2.236 0 0 0 25 16
 2 0 3 0 15 0 3.606 0 -1 -1 0 0 0 0
 2 0 0 0 8 1 6.403 0 9.849 0 0 0 0 0
 2 23 4 0 64 3 4.243 0 7.28 0 16 9 0 0
 2 0 0 8 19 26 5.657 0 1 0 0 0 13 19
 2 23 3 0 47 0 4.123 0 -1 -1 5 1 0 0
 2 0 0 0 0 55 -1 -1 6.083 0 0 0 5 5
 2 0 8 1 12 39 2.828 0 5 0 0 0 0 0
 1 0 8 0 112 0 4 0 -1 -1 5 8 0 0
 2 23 0 0 10 0 5.831 0 -1 -1 0 0 0 0
 4 0 9 22 66 34 3.606 0 0 0 26 13 18 18
 2 23 5 7 5 46 2 0 3.606 0 0 0 0 0
 2 25 12 13 104 47 2 0 1.414 0 27 13 0 0
 2 23 0 1 0 66 -1 -1 5 0 0 0 0 0
 2 0 1 8 6 48 4.472 0 3 0 6 1 5 4
 2 0 0 3 0 27 -1 -1 4.123 0 0 0 19 1
 2 0 9 19 52 97 2.236 0 1 0 13 9 11 19
 2 0 0 0 4 49 5.099 0 5.657 0 0 0 0 0
 2 15 0 0 0 28 -1 -1 6.083 0 12 8 0 0
 4 0 20 45 93 61 2.828 0 0 0 19 18 23 21
 2 0 0 0 52 6 5.831 0 8 0 12 11 6 7
 3 0 53 28 126 153 0 0 1.414 0 24 24 16 22
 2 0 0 1 0 51 -1 -1 5 0 0 0 22 13
 2 23 13 0 79 19 3.606 0 5.385 0 6 11 0 0
 3 0 46 0 133 6 0 0 7 0 29 25 0 0
 2 23 0 0 0 1 -1 -1 10 0 0 0 0 0
 1 0 0 0 42 5 6.325 0 7.616 0 16 15 0 0
 2 0 0 1 18 17 5.831 0 5 0 5 3 5 0
 2 23 0 19 2 86 6.403 0 2.828 0 0 0 22 1
 2 23 5 0 32 0 2.828 0 -1 -1 5 0 0 0
 1 0 22 0 111 0 2.236 0 -1 -1 29 14 0 0
 2 23 0 35 5 145 8.602 0 1 0 0 0 28 4
 2 0 3 0 15 1 3.606 0 6 0 0 0 0 0
 2 23 0 2 0 23 -1 -1 3.162 0 0 0 0 0
 2 0 0 0 25 31 6.083 0 5.831 0 0 0 0 0
 2 23 0 43 0 126 -1 -1 1 0 0 0 21 2
 4 0 27 43 68 117 2 0 0 0 5 10 26 21
 2 23 7 0 58 7 3.606 0 5.831 0 9 5 0 0
 3 0 38 13 101 91 0 0 3.606 0 34 26 17 8
 2 0 0 0 0 32 -1 -1 5.385 0 0 0 0 0
 2 0 0 5 1 30 9.849 0 3.606 0 0 0 5 6
 2 0 0 8 11 25 7.81 0 1 0 0 0 14 12
 2 23 3 2 19 2 4 0 3 0 8 6 0 0
 2 0 3 0 15 12 3 0 8.602 0 27 11 10 6
 2 15 0 6 0 46 -1 -1 3.606 0 0 0 0 0
 4 0 18 62 28 265 2.236 0 0 0 14 1 22 28
 2 0 0 7 2 14 6 0 3 0 0 0 10 10
 2 23 1 4 25 41 4.123 0 4 0 5 6 0 0
 1 0 38 0 163 6 2 0 8.602 0 19 18 0 0
 1 0 5 30 13 94 1 0 1 0 10 17 0 0
 2 0 0 0 15 4 6.708 0 9.434 0 0 0 10 8
 2 23 0 24 5 67 6.403 0 1 0 0 0 16 1
 3 0 61 17 197 48 0 0 1 0 23 24 19 19
 2 23 5 16 16 89 3.162 0 2.828 0 0 0 0 0
 4 0 12 50 63 70 2 0 0 0 14 18 20 21
 3 0 79 0 224 2 0 0 9.055 0 32 25 5 0
 3 0 81 0 259 1 0 0 9.849 0 23 24 0 0
 2 0 0 0 18 0 6.403 0 -1 -1 0 0 0 0
 2 0 0 0 2 0 7.616 0 -1 -1 0 0 0 0
 2 0 0 1 46 9 5.831 0 5 0 12 14 5 3
 3 0 81 0 220 7 0 0 7.81 0 23 28 0 0
 4 0 0 81 32 281 6.325 0 0 0 5 5 34 28
 2 15 0 0 10 0 8 0 -1 -1 24 1 0 0
 2 0 0 0 44 26 6.708 0 5.099 0 19 11 0 0
 2 23 0 0 14 4 7.071 0 7.81 0 0 0 0 0
 3 0 41 7 162 21 0 0 3.162 0 23 22 7 5
 4 0 0 27 0 47 -1 -1 0 0 0 0 17 21
 2 0 0 0 8 0 9 0 -1 -1 0 0 0 0
 2 0 6 0 35 8 3.606 0 5.385 0 5 1 12 5
 2 0 31 9 138 42 1.414 0 1 0 19 22 28 12
 3 0 64 0 207 0 0 0 -1 -1 22 23 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 6 0 29 5 3.606 0 6.403 0 11 7 0 0
 4 0 0 81 0 312 -1 -1 0 0 0 0 29 30
 2 0 0 0 0 17 -1 -1 7.071 0 0 0 16 3
 2 0 0 0 4 17 7.616 0 5.657 0 0 0 0 0
 4 0 44 33 85 92 1.414 0 0 0 23 18 21 21
 3 0 73 0 202 5 0 0 5.831 0 31 25 0 0
 2 0 0 0 8 28 7.28 0 5.831 0 5 2 2 0
 2 0 1 0 18 1 5 0 8.944 0 7 7 19 1
 2 0 0 2 4 62 6.403 0 4.472 0 0 0 5 0
 2 0 0 0 14 2 8 0 8.944 0 5 11 0 0
 4 0 0 56 3 69 9.22 0 0 0 0 0 19 19
 3 0 63 6 122 15 0 0 1 0 17 22 11 8
 2 15 2 5 7 74 3.162 0 3.606 0 5 8 18 8
 2 15 0 1 0 27 -1 -1 5 0 5 0 21 2
 2 23 0 25 2 72 5.831 0 1 0 5 0 16 2
 4 0 33 45 87 145 1.414 0 0 0 26 20 29 23
 2 0 0 0 25 21 7.071 0 6.403 0 0 0 6 6
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 15 4 107 4 2.236 0 1 0 23 19 13 12
 2 23 0 20 0 44 -1 -1 2.236 0 0 0 0 0
 2 23 0 8 0 48 -1 -1 3.606 0 0 0 0 0
 4 0 0 69 20 158 6 0 0 0 5 6 28 22
 2 23 3 0 21 31 4 0 6.708 0 12 3 0 0
 3 0 22 0 56 0 0 0 -1 -1 14 20 0 0
 2 0 19 0 105 4 2.236 0 8.544 0 23 21 0 0
 2 0 0 2 21 11 7 0 4.472 0 5 5 0 0
 2 0 0 1 0 15 -1 -1 5 0 0 0 11 4
 2 0 0 0 3 21 8.944 0 6.083 0 0 0 0 0
 4 0 0 81 3 298 9.055 0 0 0 7 5 32 26
 2 0 0 0 23 12 8.062 0 6.083 0 4 0 0 0
 4 0 25 28 34 111 1 0 0 0 21 22 23 24
 2 23 13 0 122 4 4 0 7 0 14 14 0 0
 3 0 23 0 41 1 0 0 9.22 0 27 19 0 0
 2 0 3 1 8 8 2.236 0 5 0 5 0 5 5
 3 0 76 0 200 21 0 0 7 0 26 24 21 5
 4 0 0 81 49 265 5.831 0 0 0 17 10 31 26
 4 0 2 73 4 151 2.236 0 0 0 0 0 25 23
 4 0 0 33 0 101 -1 -1 0 0 0 0 23 23
 2 0 0 2 2 30 9.22 0 4.472 0 0 0 9 7
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 0 19 2 8 0 6.403 0 5 10 0 0
 3 0 81 0 284 5 0 0 7.071 0 34 28 0 0
 2 23 0 19 0 109 -1 -1 3.162 0 0 0 0 0
 3 0 81 0 262 7 0 0 7.071 0 24 25 0 0
 4 0 0 36 10 103 5.099 0 0 0 0 0 23 21
 2 0 6 6 52 63 3.606 0 3.162 0 14 7 17 11
 4 0 0 81 28 277 6 0 0 0 0 0 23 22
 3 0 81 0 268 0 0 0 -1 -1 25 21 0 0
 2 0 14 0 28 2 1 0 8.062 0 22 22 0 0
 2 15 0 9 3 75 6.403 0 3.162 0 0 0 0 0
 3 0 51 2 181 38 0 0 4 0 26 25 5 7
 2 15 5 19 10 80 3.606 0 1.414 0 12 1 21 9
 2 23 2 12 2 54 2.236 0 3.162 0 0 0 0 0
 2 0 0 0 0 2 -1 -1 8.602 0 0 0 0 0
 4 0 1 38 6 170 4.472 0 0 0 8 8 30 26
 2 23 0 0 29 12 7.071 0 7 0 0 0 0 0
 2 23 0 20 0 60 -1 -1 2.828 0 0 0 0 0
 4 0 0 4 0 4 -1 -1 0 0 5 0 14 4
 2 0 4 0 33 17 4 0 7.28 0 5 11 0 0
 2 23 0 0 3 5 8.062 0 8.602 0 10 3 0 0
 2 0 12 2 81 2 2.828 0 2.236 0 19 15 0 0
 2 0 0 6 0 16 -1 -1 2.236 0 0 0 5 0
 4 0 6 75 39 278 3 0 0 0 5 5 26 25
 2 0 13 9 55 74 1.414 0 3.162 0 12 10 17 13
 4 0 0 68 16 195 6.325 0 0 0 5 6 28 27
 4 0 0 80 1 312 10 0 0 0 0 0 31 27
 4 0 0 57 0 116 -1 -1 0 0 5 0 28 21
 2 0 0 0 8 11 7 0 8.485 0 11 5 11 3
 3 0 64 0 177 3 0 0 9.22 0 30 22 0 0
 2 0 2 14 3 51 2.236 0 1 0 0 0 14 19
 2 0 0 2 10 6 8 0 2.828 0 5 6 5 0
 2 0 0 34 0 118 -1 -1 1 0 5 6 23 21
 2 23 1 0 44 1 5 0 10 0 0 0 0 0
 2 23 0 0 0 4 -1 -1 7.28 0 0 0 0 0
 4 0 0 81 32 244 6 0 0 0 17 12 37 26
 2 0 0 1 3 5 9.434 0 4.472 0 0 0 0 0
 2 23 0 3 0 45 -1 -1 4 0 0 0 32 2
 2 24 17 15 128 43 1.414 0 2.236 0 23 15 0 0
 2 0 26 0 106 0 2 0 -1 -1 21 19 0 0
 3 0 62 2 202 5 0 0 3.606 0 28 25 0 0
 3 0 65 0 190 2 0 0 9.22 0 23 24 0 0
 3 0 32 1 63 48 0 0 5 0 27 18 23 7
 2 0 13 0 107 5 3.162 0 6 0 16 11 0 0
 2 23 0 0 0 27 -1 -1 7 0 0 0 0 0
 3 0 55 0 157 0 0 0 -1 -1 26 22 0 0
 2 23 0 0 28 11 5.831 0 7.211 0 13 5 0 0
 1 0 4 0 92 4 4.123 0 9.055 0 13 14 0 0
 3 0 51 11 157 23 0 0 2.236 0 23 21 17 7
 2 0 0 0 2 39 9.055 0 5.831 0 0 0 12 8
 2 0 0 3 1 6 9.055 0 3.606 0 0 0 5 0
 2 0 4 1 21 1 4.243 0 3.606 0 5 0 0 0
 1 0 20 0 134 3 2 0 8.544 0 24 21 0 0
 4 0 9 72 10 274 1 0 0 0 14 11 24 23
 2 23 0 4 0 14 -1 -1 3.606 0 0 0 0 0
 4 0 0 30 14 80 6.325 0 0 0 0 0 24 24
 2 23 0 3 2 44 5.831 0 3.162 0 0 0 0 0
 2 0 0 0 15 1 7.211 0 10 0 0 0 0 0
 2 23 1 6 5 47 4.472 0 3.606 0 2 0 0 0
 2 24 12 5 86 25 3.162 0 3 0 20 12 0 0
 4 0 29 7 99 14 1 0 0 0 16 21 16 11
 4 0 16 58 55 130 3 0 0 0 9 15 24 22
 2 23 0 13 1 56 9.899 0 2.236 0 0 0 0 0
 2 23 0 17 7 109 9.055 0 3.162 0 0 0 18 2
 2 0 1 3 13 34 5 0 4.243 0 8 8 5 3
 2 23 0 0 0 36 -1 -1 5.385 0 0 0 0 0
 2 23 0 0 18 5 5.831 0 9 0 0 0 0 0
 3 0 29 1 94 13 0 0 5 0 29 22 5 1
 4 0 0 54 2 99 9.22 0 0 0 0 0 23 24
 4 0 0 49 10 125 5.831 0 0 0 5 1 25 22
 2 22 0 27 54 112 6 0 1.414 0 18 3 23 3
 2 15 0 0 0 29 -1 -1 5.099 0 0 0 0 0
